Name,Id,TotalNumRide,TotalNumGetOff,NumRideByCard,NumGetOffByCard,NumRideByCash,AveNumGetOff
장수주공(청소년수련원),39424,3089,72,3028,72,61,101
장수초등학교,39342,3797,1878,3668,1878,129,183
장수초등학교,39352,1124,2888,1102,2888,22,129
장수파출소,39543,15,680,15,680,0,22
장승마루,90028,1,13,1,13,0,0
장승마루,90029,14,0,14,0,0,0
장승마을,43200,0,34,0,34,0,1
장승마을,43714,90,0,70,0,20,2
장승백이시장,39280,3960,1469,3902,1469,58,175
장승백이시장,39282,667,4215,659,4215,8,157
장아초등학교,39873,1082,630,1063,630,19,55
장아초등학교,39874,122,1785,107,1785,15,61
장안,43418,22,40,22,40,0,2
장안,43445,57,24,52,24,5,2
장안마을,43133,8,0,8,0,0,0
장안마을,43855,1,2,1,2,0,0
장안말(구초지분교)입구,90083,55,133,53,133,2,6
장안말(구초지분교)입구,90084,175,69,165,69,10,7
장안말(온천스파),43144,13,5,13,5,0,0
장안말(온천스파),43253,52,2,48,2,4,1
장안말(온천스파),43892,6,3,6,3,0,0
장안사거리,37285,16637,3293,16390,3293,247,642
장안사거리,37295,4746,18077,4615,18077,131,736
장안촌동쪽,43933,5,33,5,33,0,1
장암마을,90155,114,90,108,90,6,6
장암마을,90156,60,66,56,66,4,4
장애인복지관,37249,2531,2961,2489,2961,42,177
장애인종합복지관,43627,1,10,1,10,0,0
장인가구,39706,202,307,196,307,6,16
장자말,43142,0,8,0,8,0,0
장자말,43257,46,0,40,0,6,1
장자촌,43141,22,0,20,0,2,0
장자촌,43255,0,1,0,1,0,0
장전,43415,48,5,48,5,0,1
장전,43500,3,21,3,21,0,0
장정2리마을회관,43665,0,74,0,74,0,2
장정2리마을회관,43693,184,1,174,1,10,5
장지포,90238,1,14,1,14,0,0
장지포,90239,1,4,1,4,0,0
장천사거리,37282,1750,1934,1717,1934,33,118
장천사거리,37610,272,1073,260,1073,12,43
장천사거리,37651,286,1175,282,1175,4,47
장촌길 입구,90379,12,3,12,3,0,0
장촌길 입구,90382,11,4,11,4,0,0
장촌마을,35475,104,13,101,13,3,3
장촌마을,35476,14,126,8,126,6,4
장촌빌라,35321,160,45,153,45,7,6
장촌빌라,35397,23,137,19,137,4,5
장하,43184,5,34,5,34,0,1
장하,43204,62,5,59,5,3,2
장화교회앞,43121,27,38,18,38,9,2
장화교회앞,43539,57,19,47,19,10,2
장화리학생수련원,43426,43,83,42,83,1,4
장화리학생수련원,43474,9,17,9,17,0,0
장흥낚시터,43211,0,1,0,1,0,0
장흥낚시터,43890,3,1,3,1,0,0
장흥리종점,43643,22,21,19,21,3,1
장흥리종점,43888,18,10,12,10,6,0
장흥매점,43641,1,1,1,1,0,0
장흥매점,43891,0,2,0,2,0,0
장흥삼거리,43153,15,7,15,7,0,0
장흥삼거리,43881,11,43,11,43,0,1
장흥저수지(성공회.해든뮤지움),90081,196,129,187,129,9,10
장흥저수지(성공회.해든뮤지움),90082,91,224,83,224,8,10
재능대학교서문,36058,20738,26553,20295,26553,443,1525
재능대학교서문,36119,17728,16571,17491,16571,237,1106
재활용품수집장,43165,1,14,1,14,0,0
저수지관리소,43264,52,2,51,2,1,1
저수지휴게소,43567,15,55,15,55,0,2
적두마을(월곳교회),43190,27,0,26,0,1,0
적두마을(월곳교회),43709,0,38,0,38,0,1
적석사입구,43348,10,62,10,62,0,2
적석사입구,43847,100,4,90,4,10,3
전동교회,35199,7938,5816,7517,5816,421,443
전동교회,35200,2954,9091,2875,9091,79,388
전득이고개입구,90187,14,9,13,9,1,0
전득이고개입구,90188,23,92,21,92,2,3
전들,43477,78,0,78,0,0,2
전들,43835,5,78,1,78,4,2
전등사남문,43515,179,417,141,417,38,19
전등사남문,43893,360,103,349,103,11,14
전등사동문,43521,184,801,171,801,13,31
전등사동문,43895,570,374,548,374,22,30
전소,35231,6365,5060,6115,5060,250,368
전소,35232,6665,5693,6446,5693,219,398
전원미술관앞,43387,224,12,217,12,7,7
전원미술관앞,43810,9,258,9,258,0,8
전인연립(종점),40132,100,253,96,253,4,11
점촌,43414,95,1,67,1,28,3
점촌,43806,0,54,0,54,0,1
젓개마을,35828,8,46,6,46,2,1
젓개마을,35829,2,8,2,8,0,0
젓개마을입구,35322,9,8,9,8,0,0
정광아파트(병무청),37008,4472,48,4429,48,43,145
정광아파트(병무청),37009,12,4847,5,4847,7,156
정광아파트.만수주공11단지,39476,7658,7337,7589,7337,69,483
정광아파트.만수주공11단지,39477,7590,4927,7501,4927,89,403
정기무역,35083,2541,228,2426,228,115,89
정다운그린빌,92024,1463,3201,1440,3201,23,150
정든마을아파트,40055,849,1168,841,1168,8,65
정든마을아파트,40057,795,789,786,789,9,51
정병원,40413,4891,4430,4827,4430,64,300
정부인천지방합동청사,37386,37178,18016,36725,18016,453,1780
정부인천지방합동청사,37388,26142,32639,25693,32639,449,1896
정비단지,37005,2159,1577,2103,1577,56,120
정비단지,37006,835,2349,788,2349,47,102
정서진삼거리,89234,2,345,2,345,0,11
정석항공과학고,37168,29887,5192,29663,5192,224,1131
정석항공과학고,37170,9007,33973,8923,33973,84,1386
정수사입구,43404,88,11,87,11,1,3
정수사입구,43436,44,53,41,53,3,3
정왕IC(미정차),92007,3,0,3,0,0,0
정하,43183,60,21,55,21,5,2
정하,43208,1,40,1,40,0,1
제물포시장,37310,720,734,700,734,20,46
제물포시장,37311,866,807,857,807,9,53
제물포여자중학교,37288,4322,2805,4238,2805,84,229
제물포여자중학교,37290,6826,5359,6721,5359,105,393
제물포여자중학교,37298,10964,12821,10669,12821,295,767
제물포역,37355,58300,38015,57451,38015,849,3106
제물포역,37364,37341,26316,36766,26316,575,2053
제물포역,37496,37156,44019,36139,44019,1017,2618
제물포역,37498,19242,7114,19020,7114,222,850
제물포역,37502,36063,47824,35517,47824,546,2706
제물포역(동양빌딩),37339,452,4815,444,4815,8,169
제물포중학교,42064,2328,2950,2248,2950,80,170
제물포중학교,42065,2956,1603,2922,1603,34,147
제운사거리(청년창업특화거리),37175,2870,4329,2740,4329,130,232
제운사거리(청년창업특화거리),37534,2435,5029,2385,5029,50,240
제일시장,37316,8038,7121,7959,7121,79,489
제일시장,37329,11734,11487,11550,11487,184,749
제일시장사거리,37667,1223,592,1159,592,64,58
제일주유소,57020,2504,1839,2480,1839,24,140
제일주유소,57021,1256,3781,1236,3781,20,162
제일풍경채,42833,2887,3066,2867,3066,20,192
제일풍경채1차정문앞,89350,2321,1342,2310,1342,11,118
제일풍경채2차,89349,29,478,29,478,0,16
제일풍경채2차321동앞,42866,2973,1062,2867,1062,106,130
제일풍경채2차321동앞,42873,361,1292,334,1292,27,53
제일풍경채2차323동앞,42891,5366,6574,5252,6574,114,385
제일풍경채2차331동앞,42989,1589,4196,1528,4196,61,186
제적봉앞마을,90060,0,6,0,6,0,0
제적봉앞마을,90061,0,0,0,0,0,0
제적봉입구,43654,4,37,4,37,0,1
제적봉입구,43686,8,2,8,2,0,0
조광교회입구,43533,6,0,5,0,1,0
조광교회입구,43868,0,31,0,31,0,1
조달청(한양2차아파트),37511,6322,14858,6070,14858,252,683
조달청비축기지,35114,1925,5358,1871,5358,54,234
조달청비축기지,35115,4652,2066,4578,2066,74,216
조동초등학교,39464,3302,1717,3257,1717,45,161
조동초등학교,39465,15,1202,13,1202,2,39
조리미입구,80068,1695,33,1689,33,6,55
조리미입구,80069,52,1608,52,1608,0,53
조바위,90350,5,43,5,43,0,1
조바위,90351,14,1,13,1,1,0
조산,43192,17,83,13,83,4,3
조산,43334,114,30,109,30,5,4
조산교회,43172,8,39,8,39,0,1
조산교회,43338,62,5,49,5,13,2
조산초등학교,43189,101,267,101,267,0,11
조산초등학교,43593,158,13,150,13,8,5
종갱이,43180,58,144,56,144,2,6
종갱이,43288,161,97,155,97,6,8
종근당,40002,429,8,418,8,11,14
종근당,40005,11,902,11,902,0,29
종근당.충정로역,11002,119,9041,118,9041,1,295
종로약국,57005,726,1002,702,1002,24,55
종로약국,57007,1860,910,1821,910,39,89
종생마을,80161,854,118,815,118,39,31
종생마을,80162,116,1343,110,1343,6,47
종점(병무청),37014,3093,53,2972,53,121,101
종합터미널,37242,51502,23870,50865,23870,637,2431
종합터미널,39177,13946,45155,13695,45155,251,1906
종현동정보화마을,62043,29,154,29,154,0,5
종현동정보화마을,62044,172,35,169,35,3,6
좌동교차로,89371,9,75,7,75,2,2
좌동마을,42452,172,49,163,49,9,7
좌동마을,89253,52,195,50,195,2,7
좌동마을입구,42456,37,130,37,130,0,5
좌동마을입구,42928,232,58,232,58,0,9
주거단지,35118,346,338,323,338,23,22
주거단지,35120,181,768,173,768,8,30
주공12단지,35082,812,181,812,181,0,32
주공12단지,35084,520,334,506,334,14,27
주공6단지후문,40453,5212,2748,5182,2748,30,256
주공뜨란채아파트,40708,4604,3673,4528,3673,76,267
주공뜨란채아파트,40803,3809,3775,3790,3775,19,244
주공아파트,40867,410,736,405,736,5,36
주물단지,42291,976,3942,975,3942,1,158
주안1동행정복지센터,37385,6129,7715,6020,7715,109,446
주안2동치안센터,37302,8411,5034,8276,5034,135,433
주안4동행정복지센터,37333,267,195,264,195,3,14
주안4동행정복지센터,37335,101,567,99,567,2,21
주안5동행정복지센터,37526,757,1017,721,1017,36,57
주안7동행정복지센터,37214,21070,20625,20701,20625,369,1345
주안7동행정복지센터,37216,22855,17234,22365,17234,490,1293
주안국가산단역,37583,6816,615,6795,615,21,239
주안국가산단역,37584,30,2210,26,2210,4,72
주안남초등학교,37283,8039,7359,7818,7359,221,496
주안남초등학교,37284,13335,5191,13152,5191,183,597
주안도서관,37341,111,130,110,130,1,7
주안도서관,37342,107,160,102,160,5,8
주안매매단지,37586,347,661,336,661,11,32
주안북부역,37418,21081,15924,20892,15924,189,1193
주안북부역,37420,18814,14037,18676,14037,138,1059
주안북초등학교,37417,4587,7255,4555,7255,32,382
주안사거리,37330,18490,13031,17961,13031,529,1016
주안사거리,37514,3494,8855,3472,8855,22,398
주안시범공단,39927,361,535,360,535,1,28
주안아파트,37207,880,2215,853,2215,27,99
주안아파트,37209,1389,1517,1351,1517,38,93
주안역,37387,86734,30454,85456,30454,1278,3780
주안역,37389,21396,86231,21082,86231,314,3471
주안역,37402,867,4112,855,4112,12,160
주안역,37506,25407,17687,25023,17687,384,1390
주안역센트레빌아파트,37430,8203,15730,8101,15730,102,772
주안역센트레빌아파트정문,37490,1152,1037,1147,1037,5,70
주안역환승정류장,37503,98200,67319,97274,67319,926,5339
주안역환승정류장,37617,161364,135696,160707,135696,657,9582
주안파크자이더플래티넘아파트,37201,15083,8679,14837,8679,246,766
주안파크자이더플래티넘아파트,37204,9017,15620,8695,15620,322,794
주안현대아파트,37358,20098,16989,19470,16989,628,1196
주원고개,39377,1466,3884,1365,3884,101,172
주원고개,39396,4124,10342,4010,10342,114,466
주적골,39510,746,2229,713,2229,33,95
주적골,39608,926,1094,912,1094,14,65
주택마을,90230,15,69,9,69,6,2
중고등학교,44106,7,32,5,32,2,1
중고등학교,44193,72,67,50,67,22,4
중고차매매단지엠파크허브,42038,513,692,501,692,12,38
중곡고개,43935,2,0,0,0,2,0
중구노인복지회관,35151,12175,10533,11881,10533,294,732
중구노인복지회관,35152,13284,12429,12947,12429,337,829
중구문화회관,35466,1,552,1,552,0,17
중구문화회관,35467,1604,156,1576,156,28,56
중구청,35157,2651,1564,2606,1564,45,135
중구청,35159,929,3610,889,3610,40,146
중구청소년수련관.하늘중학교,35824,2848,624,2719,624,129,112
중독고개,43936,38,32,27,32,11,2
중박골입구,44123,37,11,36,11,1,1
중박골입구,44194,13,0,10,0,3,0
중봉로교차로,89420,645,896,635,896,10,49
중봉로교차로,89421,213,237,209,237,4,14
중부고용노동청(인천고용센터),39222,697,868,694,868,3,50
중부고용노동청(인천고용센터),39223,743,587,733,587,10,42
중산고등학교,35868,95,477,83,477,12,18
중산고등학교,35869,404,317,386,317,18,23
중산교차로,35652,955,370,932,370,23,42
중산교차로,35653,343,3042,331,3042,12,109
중산동,35305,2053,565,1990,565,63,84
중산동(까치빌라앞),35247,557,892,536,892,21,46
중산동(중촌),35272,517,1426,495,1426,22,62
중산동(중촌),35278,32,269,12,269,20,9
중산중고등학교,35817,243,250,235,250,8,15
중산중고등학교,35818,107,392,102,392,5,16
중산중학교,35656,1750,936,1574,936,176,86
중산중학교,35657,878,1477,816,1477,62,75
중앙공영아파트,41268,4359,1120,4225,1120,134,176
중앙공원사거리,39189,777,1260,767,1260,10,65
중앙방앗간,35852,0,4,0,4,0,0
중앙방앗간,35853,0,1,0,1,0,0
중앙사료,42014,2114,1420,2065,1420,49,114
중앙사료,42015,444,972,437,972,7,45
중앙산부인과,70176,7,247,7,247,0,8
중앙산부인과,70230,439,56,421,56,18,15
중앙시장,90125,2028,530,1883,530,145,82
중앙시장.고려궁지입구,43067,870,1809,847,1809,23,86
중앙아파트,40409,638,594,628,594,10,39
중앙아파트,42315,3054,2463,2986,2463,68,177
중앙하이츠,41110,4040,11986,3931,11986,109,516
중앙호수공원입구(호반베르디움),89245,31,707,13,707,18,23
중원고등학교,55078,1918,586,1910,586,8,80
중촌,43252,149,0,135,0,14,4
중촌,43369,1,76,1,76,0,2
중촌교차로,35436,129,679,114,679,15,26
중촌교차로,35443,1174,268,1137,268,37,46
중혈마을,43176,13,46,13,46,0,1
중혈마을,43299,84,6,83,6,1,2
중흥S클래스,42832,2111,1654,2074,1654,37,121
중흥S클래스,42847,784,563,769,563,15,43
중흥S클래스1차,42844,390,916,374,916,16,42
중흥S클래스1차,42845,676,653,668,653,8,42
중흥S클래스2차,42771,5601,1301,5388,1301,213,222
중흥S클래스2차,42856,4945,862,4705,862,240,187
중흥마을.은하마을,55070,872,377,872,377,0,40
지랏돌,90071,184,25,177,25,7,6
지랏돌,90072,1,23,1,23,0,0
지산리입구,43310,7,1,7,1,0,0
지산리입구,43751,3,3,3,3,0,0
지산입구(용진),43538,23,3,22,3,1,0
지산입구(용진),43679,4,34,4,34,0,1
지산주택,38202,25,1295,17,1295,8,42
지석리마을회관,90274,5,5,5,5,0,0
지석리망향단입구,90273,1,6,1,6,0,0
지석리오현부락,90275,10,13,10,13,0,0
지석초등학교입구,90277,28,10,28,10,0,1
지식정보단지역,38373,7657,1000,7637,1000,20,279
지식정보단지역,38403,9372,1075,9336,1075,36,337
지식정보단지역,38404,258,7162,252,7162,6,239
지식정보단지역(4번출구),38380,531,10044,525,10044,6,341
진고개(5연대입구),43380,198,86,195,86,3,9
진고개(5연대입구),43794,33,204,33,204,0,7
진광횟집앞,43507,18,9,16,9,2,0
진광횟집앞,43541,13,17,13,17,0,0
진달래아파트,37600,17,844,7,844,10,27
진도로르빌아파트,37471,1618,3516,1587,3516,31,165
진두방앗간,44129,0,21,0,21,0,0
진두방앗간,44195,8,3,8,3,0,0
진산과학고등학교,40640,113,353,0,353,113,15
진산과학고등학교,40915,89,4,74,4,15,3
진산중학교,40575,1271,3293,1213,3293,58,147
진산초등학교,40614,1026,3633,1008,3633,18,150
진산초등학교,40633,205,186,2,186,203,12
진산초등학교,40914,392,66,280,66,112,14
진주5단지503동앞,42089,3987,3582,3931,3582,56,244
진주상가,42544,4100,226,4048,226,52,139
진주아파트2단지,42092,375,12096,367,12096,8,402
진주아파트2단지6동,42084,129,7325,128,7325,1,240
진주아파트3단지,42086,8722,146,8640,146,82,286
진주아파트4단지,42077,3886,139,3856,139,30,129
진표에너지,42548,3,421,0,421,3,13
진흥아파트,37190,3288,2628,3239,2628,49,190
진흥아파트,37193,2750,3819,2713,3819,37,211
진흥아파트,37240,7315,4174,7175,4174,140,370
진흥아파트,37243,6301,11517,6201,11517,100,574
진흥아파트,39297,8311,8194,8234,8194,77,532
집단에너지,39064,66,113,65,113,1,5
집단에너지시설,39065,94,122,93,122,1,6
짓절미,43485,38,34,32,34,6,2
짓절미,43713,11,12,10,12,1,0
찬우물,39179,1245,3817,1226,3817,19,163
찬우물,39188,2168,929,2115,929,53,99
찬우물,43048,163,310,154,310,9,15
찬우물약수터,43851,155,333,141,333,14,15
참빛감리교회,42437,18063,11394,17550,11394,513,950
참좋은집,36160,325,11,321,11,4,10
참좋은집,36161,11,409,4,409,7,13
창골,43549,219,105,214,105,5,10
창리,43052,251,309,238,309,13,18
창리,43053,288,312,264,312,24,19
창리,43054,284,357,267,357,17,20
창리,43902,98,58,82,58,16,5
창리,43903,5,0,5,0,0,0
창신초등학교,42620,3021,1222,2965,1222,56,136
창신초등학교,42621,1695,1908,1667,1908,28,116
창영어린이공원,36168,3,32,3,32,0,1
창후1리마을회관,43595,152,0,140,0,12,4
창후1리마을회관,43783,1,169,1,169,0,5
창후리입구,43604,153,15,138,15,15,5
창후리입구,43830,33,188,32,188,1,7
창후리종점,43774,49,78,46,78,3,4
창후정미소,43461,80,1,71,1,9,2
창후정미소,43600,5,44,4,44,1,1
채석장,38179,1233,443,1184,443,49,54
천곡,43409,188,0,176,0,12,6
천곡,43827,21,176,21,176,0,6
천촌,43411,2,110,1,110,1,3
천촌,43795,158,3,140,3,18,5
철곶,43653,5,14,1,14,4,0
철곶,43759,18,4,14,4,4,0
철산리검문소,43957,6,29,5,29,1,1
철산리검문소,43958,34,4,34,4,0,1
철산리입구,43685,35,25,35,25,0,1
철산리입구,43741,5,36,5,36,0,1
첨단초등학교,92014,299,3601,290,3601,9,125
청광플러스원102동앞,39946,2106,202,2106,202,0,74
청광플러스원아파트,39775,6802,2508,6702,2508,100,300
청광플러스원아파트,39786,1741,8181,1678,8181,63,320
청능로사거리,39622,45641,17019,44682,17019,959,2021
청능로사거리,39623,18843,43596,18231,43596,612,2014
청라1동행정복지센터,42744,14732,5658,14496,5658,236,657
청라1동행정복지센터,42745,7581,11847,7387,11847,194,626
청라2동행정복지센터,89039,3026,482,2997,482,29,113
청라2동행정복지센터,89042,1093,3038,1029,3038,64,133
청라3동행정복지센터,89374,1212,3639,1185,3639,27,156
청라3동행정복지센터,89375,4524,823,4515,823,9,172
청라BRT차고지입구,89336,122,276,1,276,121,12
청라BRT차고지입구,89337,639,53,500,53,139,22
청라고등학교,42784,2265,1127,2220,1127,45,109
청라고등학교,42785,1092,2316,1023,2316,69,109
청라골프아카데미,89255,130,40,130,40,0,5
청라골프아카데미,89256,84,116,77,116,7,6
청라국제도서관,42922,70,312,63,312,7,12
청라국제도서관,42923,384,73,371,73,13,14
청라국제도시역,89270,38005,469,37871,469,134,1241
청라국제도시역(경명대로),89034,8455,11137,8409,11137,46,632
청라국제도시역(서부산단방향),89043,25824,29180,25552,29180,272,1774
청라국제도시역(청라국제교방향),89215,29986,22238,29705,22238,281,1684
청라국제어린이집,89289,302,32,291,32,11,10
청라국제업무단지(골드클래스),42984,704,535,692,535,12,39
청라꽃농원,42991,151,103,151,103,0,8
청라달튼국제학교,42895,1287,1303,1155,1303,132,83
청라달튼국제학교,89121,1180,686,1127,686,53,60
청라도,42931,9,89,7,89,2,3
청라도,89127,4,42,4,42,0,1
청라디이스트,42961,161,957,116,957,45,36
청라디이스트,89045,7,38,1,38,6,1
청라디이스트(562동),42962,1878,4010,1847,4010,31,189
청라디이스트(567동),89017,1078,263,1047,263,31,43
청라로데오시티포레안,89419,49,153,49,153,0,6
청라로봇랜드,89246,38,12,34,12,4,1
청라로봇랜드,89247,4,166,0,166,4,5
청라모아미래도아파트604동,89344,1600,922,1595,922,5,81
청라모아미래도아파트정문,89353,137,205,135,205,2,11
청라백세요양병원,42944,128,102,127,102,1,7
청라백세요양병원,89179,108,207,108,207,0,10
청라복합문화센터,89218,122,1400,116,1400,6,49
청라복합문화센터,89219,546,257,516,257,30,25
청라센텀로제비앙,89295,1382,1108,1356,1108,26,80
청라센텀로제비앙,89296,1296,1137,1284,1137,12,78
청라센텀로제비앙정문앞,89346,70,66,70,66,0,4
청라센트럴에일린의뜰,42834,4420,3445,4366,3445,54,253
청라센트럴에일린의뜰104동,42990,4901,1622,4807,1622,94,210
청라센트럴에일린의뜰106동,42892,10023,4998,9802,4998,221,484
청라스타필드,89417,14,24,14,24,0,1
청라스타필드,89418,49,401,49,401,0,14
청라시티프라디움,89334,1555,1682,1520,1682,35,104
청라시티프라디움,89335,2439,821,2353,821,86,105
청라우미린,42862,524,4765,497,4765,27,170
청라우미린아파트,89290,3186,9597,3170,9597,16,412
청라웰카운티221동,89288,61,342,53,342,8,13
청라웰카운티223동,42997,1281,241,1231,241,50,49
청라자이,42742,12831,3709,12556,3709,275,533
청라중앙호수공원입구,89021,12829,9893,12744,9893,85,732
청라중앙호수공원입구,89024,8290,14098,8223,14098,67,722
청라중학교,42848,1423,2102,1394,2102,29,113
청라초등학교,89281,5076,7112,5050,7112,26,393
청라초등학교,89282,5375,6294,5286,6294,89,376
청라파크자이상가,89299,680,1062,645,1062,35,56
청라파크자이상가,89300,649,638,636,638,13,41
청라푸르지오,89217,890,1253,859,1253,31,69
청라한양수자인레이크블루,89348,2707,1541,2636,1541,71,137
청라한양수자인레이크블루,89351,1853,1744,1842,1744,11,116
청라한화꿈에그린,89123,1638,822,1632,822,6,79
청라한화꿈에그린,89124,711,964,691,964,20,54
청라호반베르디움.포리공원,42899,1917,499,1881,499,36,77
청라호반베르디움.포리공원,42919,649,2167,636,2167,13,90
청라호수공원(남측),42861,2848,931,2772,931,76,121
청라호수공원(남측),42863,1368,2397,1314,2397,54,121
청라호수공원한신더휴,42870,6049,613,5741,613,308,214
청라호수공원한신더휴아파트,89291,13409,6708,13197,6708,212,648
청라힐스테이트,42987,844,2810,810,2810,34,117
청라힐스테이트,42988,3611,497,3413,497,198,132
청람중학교,89018,1949,2109,1889,2109,60,130
청람중학교,89019,2388,2290,2355,2290,33,150
청람초등학교,89279,5848,9578,5825,9578,23,497
청람초등학교,89280,9658,7458,9495,7458,163,552
청량중학교,38086,11803,4313,11477,4313,326,519
청련사입구,43766,48,190,47,190,1,7
청련사입구,43841,144,20,141,20,3,5
청룡정,41633,188,6,176,6,12,6
청룡정,41634,3,264,3,264,0,8
청소년수련관,42612,2503,27,2429,27,74,81
청소년수련관,42613,59,2820,18,2820,41,92
청소년수련관,43078,49,25,45,25,4,2
청소년수련관,43079,17,12,17,12,0,0
청소년수련관.어린이과학관,41307,13143,10060,12819,10060,324,748
청소년수련관.어린이과학관,41308,7373,9628,7161,9628,212,548
청송1단지.중흥S클래스,80090,150,144,150,144,0,9
청송1단지.중흥S클래스,80102,515,186,515,186,0,22
청송2.3단지,80089,105,118,104,118,1,7
청송2.3단지,80101,356,111,355,111,1,15
청송마을.성우오스타,80329,104,94,104,94,0,6
청송부락,90092,0,7,0,7,0,0
청송부락,90093,13,0,11,0,2,0
청양골,42775,1,46,1,46,0,1
청운대삼거리(하늘꿈교회),37433,6046,4676,5861,4676,185,345
청운대삼거리(하늘꿈교회),37500,3063,3776,3005,3776,58,220
청운대후문.한전제물포지사,37632,446,1005,428,1005,18,46
청운대후문.한전제물포지사,37633,151,1459,143,1459,8,51
청정주말농장,39852,2,201,2,201,0,6
청천농장,40538,149,1575,145,1575,4,55
청천농장,42511,1265,297,1232,297,33,50
청천농장(종점),40520,3701,41,3611,41,90,120
청천농장입구,40558,462,205,449,205,13,21
청천농장입구,40809,11,639,6,639,5,20
청천도서관,40426,1464,2198,1453,2198,11,118
청천도서관,40427,947,659,908,659,39,51
청천동,40808,336,19,336,19,0,11
청천동무지개아파트,40617,1124,3325,1074,3325,50,143
청천동무지개아파트,40618,3263,919,3231,919,32,134
청천중학교,40449,1543,2528,1492,2528,51,131
청천중학교,40455,1302,2507,1240,2507,62,122
청천천공영주차장,40896,364,1435,354,1435,10,58
청천천공영주차장,41639,356,1465,343,1465,13,58
청천초등학교,40582,3197,5784,3085,5784,112,289
청천초등학교,40586,20532,6249,20122,6249,410,863
청천초등학교,40587,4661,13025,4530,13025,131,570
청천초등학교후문,40574,1489,12422,1457,12422,32,448
청천초등학교후문,40579,13021,1520,12815,1520,206,469
청천치안센터,40533,21637,11768,21129,11768,508,1077
청천치안센터,40537,7452,9324,7267,9324,185,541
청천푸르지오아파트,40488,11240,131,10960,131,280,366
청천푸르지오아파트,40515,13638,1317,13524,1317,114,482
청천푸르지오아파트,40516,1339,9906,1309,9906,30,362
청천푸르지오아파트,40811,7828,1501,7791,1501,37,300
청천푸르지오아파트,40812,734,4613,718,4613,16,172
청천푸르지오아파트,40894,24,2374,24,2374,0,77
청천하우스디아파트,40475,6565,1849,6448,1849,117,271
청천하우스디아파트,40477,873,4515,831,4515,42,173
청학동.한국전력남인천지사,38230,3270,4062,3159,4062,111,236
청학동.한국전력남인천지사,38239,7676,6507,7452,6507,224,457
청학사거리,38256,25034,13744,24563,13744,471,1250
청학사거리,38259,9371,16841,9233,16841,138,845
청학사거리,38509,1520,1816,1509,1816,11,107
청학아파트,38236,9679,5620,9457,5620,222,493
청학아파트,38341,6751,7852,6577,7852,174,471
청학중학교,38160,4055,6069,3927,6069,128,326
청학중학교,38161,3431,2109,3290,2109,141,178
청학중학교,38496,1819,911,1790,911,29,88
청학초등학교,38181,3112,3806,3002,3806,110,223
청학초등학교,38185,3491,3106,3317,3106,174,212
청학초등학교,38190,1652,2733,1546,2733,106,141
체육공원,90214,29,18,29,18,0,1
체육공원앞,35605,2,373,2,373,0,12
체육공원앞,35606,308,2,308,2,0,10
초은고등학교,89025,7671,7127,7620,7127,51,477
초은고등학교,89026,4008,9056,3916,9056,92,421
초정마을,41252,3654,2673,3550,2673,104,204
초정마을,41254,2294,1258,2198,1258,96,114
초지,43016,26,37,26,37,0,2
초지대교,43017,138,474,136,474,2,19
초지대교,43071,1499,358,1414,358,85,59
초지대교,43106,134,688,130,688,4,26
초지리,43026,110,216,72,216,38,10
초지리,43093,2,44,2,44,0,1
초지삼거리,43112,60,26,60,26,0,2
초지삼거리,43147,0,31,0,31,0,1
초지삼거리,43508,5,88,5,88,0,3
초지진,43024,22,104,21,104,1,4
초지진,43025,259,138,247,138,12,12
초지큰말,43260,33,0,33,0,0,1
초지큰말,43512,0,7,0,7,0,0
축현초등학교.인천시립박물관,38151,5016,2930,4920,2930,96,256
축현초등학교.인천시립박물관,38152,2702,4600,2636,4600,66,235
축협,43061,1367,666,1327,666,40,65
충렬사,43326,11,0,8,0,3,0
충렬사,43629,62,22,61,22,1,2
충성아파트,40117,841,2297,819,2297,22,101
충정로역2호선,22064,11943,79,11933,79,10,387
치마바위,43247,0,8,0,8,0,0
치마바위,43646,11,0,9,0,2,0
카페거리,35727,21,23,21,23,0,1
카페거리,35728,6,48,6,48,0,1
칼빈매니토바국제학교,38370,1996,4472,1949,4472,47,208
칼빈매니토바국제학교,38435,3683,708,3446,708,237,141
칼빈매니토바국제학교,38500,4792,3448,4641,3448,151,265
캐슬해모로,39845,733,92,717,92,16,26
캐슬해모로,39846,4644,508,4572,508,72,166
캐슬해모로,39848,336,565,328,565,8,29
캐슬해모로,39849,680,3166,669,3166,11,124
캠퍼스타운역,38419,11276,16740,11167,16740,109,903
캠퍼스타운역,38420,7507,7791,7386,7791,121,493
캠퍼스타운역(3번출구),38388,46,3018,42,3018,4,98
캠퍼스타운역(3번출구),38717,781,33,776,33,5,26
커넬워크,38415,909,2470,895,2470,14,109
커넬워크,38417,2880,1355,2832,1355,48,136
커넬워크(4동),38527,533,1349,515,1349,18,60
컨벤시아,38372,748,2581,727,2581,21,107
코세스물류창고,89197,95,6,87,6,8,3
코스모스아파트,42098,335,1136,323,1136,12,47
코오롱더프라우,38439,198,870,192,870,6,34
코오롱더프라우,38440,886,186,867,186,19,34
코오롱아파트작전중.고.여고,41117,3585,4233,3499,4233,86,252
 쿠팡16 17센터 ,35865,176,242,172,242,4,13
쿠팡물류센터,89157,5,479,5,479,0,15
큐티엘,90218,2,5,2,5,0,0
큰말,43937,20,0,20,0,0,0
